Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,AcceptedCmpOverall,Marital_Status,Education_Level,TotalChildren
40677.89856173152,1,0,23.716009407537815,28.351142880522776,2.2478682477139413,20.801337406788047,0,Widow,Graduation,1
59760.21006744384,1,0,60.86399187246917,33.59404717505119,14.841331711287353,35.04804726988127,0,Together,PhD,1
32174.456185252973,0,1,54.02527486812073,16.49454024153334,4.380719817831521,39.25566045428826,1,Together,Master,1
71202.08979433644,0,0,46.356830408546664,47.35416247003429,12.386252524147894,53.729118632060505,0,Married,Master,0
46394.8711304668,1,1,0.0,47.35338048335599,3.946664601145875,39.89907762397235,1,Married,Master,2
68215.99097667275,0,0,30.321913016299277,33.319884914487076,9.503913770401159,55.94896176810479,0,Widow,PhD,0
51907.47119179375,1,1,55.20678761482772,71.92233464628325,4.453756813493477,42.74843500390365,1,Married,Graduation,2
39709.74223383152,1,0,26.568728099903545,29.372487896598077,3.7024386546427253,80.47780227313629,1,Together,Graduation,1
25657.518093343595,1,1,46.99097667567488,9.432261821214855,3.2591174566739696,31.22134764717843,0,Married,Graduation,2
64725.44507628641,1,0,36.99592451411673,33.048144818524776,4.606365164132344,170.70364660350967,1,Single,Master,1
51557.24465318723,0,0,71.6280190697134,29.59908375121886,4.534688306049419,84.20620043331468,1,Married,Master,0
46474.73578072691,0,1,15.763912202198334,31.098624049659044,4.059443071004627,58.24156966645213,1,Single,Master,1
28472.996780534926,0,1,40.03440633229285,13.526813332399811,3.6152304230865826,32.39150482865574,1,Single,Master,1
51626.35420902836,0,1,46.202647591212795,34.18941421043316,15.627827495242453,64.97754839002504,1,Single,Graduation,1
51665.59023924209,1,1,74.85537506547703,34.72877114850533,7.331033617552046,114.80585015597639,0,Together,2n Cycle,2
29471.482039191367,1,1,60.261090422580246,10.473057729519542,8.309625591302485,27.47821009384616,0,Married,Graduation,2
65940.31669759972,0,0,69.07733934450673,62.4072824092894,4.300876712879639,37.13476016593886,0,Single,Master,0
33612.21226424807,0,0,42.19308292458003,24.386491272763113,6.582995111534969,31.21540010319293,1,Single,PhD,0
43082.97972807364,1,1,48.499725130337836,64.94296528459033,5.187414275147858,22.372600037873344,0,Married,Master,2
16998.657558097286,0,0,47.9270977075789,24.5782880706717,0.9810825370406057,9.028671882204586,1,Married,Graduation,0
50166.02647880335,1,0,53.138082264426714,24.843220853375843,2.5630351979059967,36.70608029203475,1,Married,Basic,1
39338.77136539112,1,0,66.46461245963334,42.993465475518406,2.734792001995979,50.81110650305018,0,Married,PhD,1
66220.98590312559,0,1,61.73138083509669,44.424163873052535,5.745080157193743,48.76983064164079,0,Married,Basic,1
36958.138728577724,0,0,85.45245195462424,26.06201677675511,4.811075739788107,46.42753156088351,0,Single,Graduation,0
42998.71150070436,0,0,69.621914707706,22.171655151493365,5.8317141732305835,45.64872874198529,0,Married,Basic,0
71896.53153050905,0,0,52.063439730560304,38.6501744838647,18.913738224106922,175.59124368905864,1,Single,Master,0
55164.612972287556,0,0,35.27249382521549,50.029003330393074,7.267702763371017,35.24899254650559,0,Single,Graduation,0
43873.44354768859,0,0,61.64680890414968,30.726922368424944,5.561804254679487,32.15519575912545,0,Single,Graduation,0
28459.8216660316,0,1,15.090303247762321,35.716310167075676,2.140633303562897,34.09066851610685,0,Married,Master,1
50481.607975822204,1,1,36.01151490856274,51.85311979899123,3.6424399167670076,65.37797662467172,1,Together,Graduation,2
39495.10848449192,1,1,53.41574740471301,55.8654260555218,5.54252228849621,42.99503742146516,1,Married,Graduation,2
47241.51714856637,1,1,73.25679645017175,34.337641772461076,6.2697661306847445,23.935393829247563,0,Married,Master,2
49515.49739430042,0,1,45.78794032087389,34.08819145211095,4.297091391804462,72.14381922412859,0,Married,PhD,1
78217.30665900966,1,0,56.859790946009205,80.42980236172401,8.50951040964549,99.1352618328413,0,Single,Graduation,1
39137.94928648634,0,0,39.56689612911269,23.537638592259487,9.365849152512729,114.66377747459877,0,Single,Graduation,0
50819.44583105688,1,0,92.81698752778604,27.104194816051372,7.416744247148036,49.71612959081326,0,Together,Basic,1
34074.18216084537,0,0,69.4625024037203,13.505327741991431,3.7971512090792277,17.248615052647644,0,Single,Master,0
64081.1951628786,0,1,54.85909825377347,66.54942625240996,7.023140374834405,48.64865925232195,0,Married,PhD,1
45103.65574172199,0,0,65.8359403697784,32.45937172464818,6.531640249240163,26.751854803844385,1,Single,Graduation,0
32530.83294279414,0,1,40.82799043937415,30.986943874718854,2.4667593517860102,45.78050253635657,1,Together,Graduation,1
45124.9511019325,0,0,42.43730626756928,52.76528351171493,2.5675605103707753,100.66301396096128,0,Together,Graduation,0
65107.57670885473,0,0,69.87739616600894,87.48411305877536,4.054278999194006,133.993104229635,0,Single,Graduation,0
29015.543220822183,1,1,64.80211275644406,8.39043313023756,3.463283915693748,23.677554023991156,1,Married,2n Cycle,2
64436.651957944145,0,0,61.788550587206196,38.51722817975668,3.7119265832690003,94.83542440018708,0,Single,PhD,0
36448.75555036248,1,1,25.197868765304996,55.530597824982245,2.514474388804968,94.27883670553223,1,Married,Master,2
51981.119859520906,0,1,63.779844743075756,75.90798316487142,6.1884947523590705,39.92621981598402,0,Single,Graduation,1
68908.10921079476,0,0,68.15062074191007,83.8918228628064,3.637546186167241,156.50321049126202,0,Single,PhD,0
54665.69502283632,0,0,65.80542676614294,57.389238889176816,4.412713804098478,49.3966577170948,0,Single,Graduation,0
52729.55043681834,0,1,69.47413991238325,73.32753355213815,5.146044376453609,58.17703699000857,0,Together,Basic,1
46009.052704797265,0,1,57.30842036616397,59.155091428095204,3.2236313766676217,93.50881114924304,1,Together,PhD,1
29948.371275907375,0,1,80.75955380713472,32.94008642630386,1.8647723363727602,20.878643512056097,1,Single,Graduation,1
53201.61125154305,1,1,75.93818046784499,70.18053287368048,2.9899605238488323,40.685777754803645,0,Married,PhD,2
54367.717110381964,1,0,53.701031474040484,23.15296039890753,16.4466233767956,76.96352293205338,1,Single,Master,1
46784.69112022444,1,0,29.212767259406924,24.69956563943194,2.999635211050333,47.07795789071166,1,Single,PhD,1
23644.49642836284,1,1,56.58647544734565,17.096525696098144,2.7050872975570335,14.299939179203603,0,Together,Master,2
47668.08354050079,1,1,48.89055857799102,65.74120082084941,5.485415392502487,32.60514505056085,1,Single,Graduation,2
40478.95718853403,1,1,72.28049879564949,55.504581352999935,4.535913784970809,21.84883155232348,0,Married,PhD,2
27727.25154468801,0,1,36.22591043266954,23.01669269695209,3.5492802148423643,26.835844431691527,1,Married,Graduation,1
48227.11542388666,0,0,22.558998904145064,57.02518656787777,4.137327297746953,47.16961063312741,1,Single,Master,0
36399.51018243642,1,1,10.883567176973784,52.73434133199369,3.867621235679122,27.735035473705583,1,Married,Master,2
48807.977922379425,1,0,75.71368138497806,34.082887508905465,6.565392398528626,94.1587625412277,0,Together,Master,1
45150.51316547757,0,0,77.07521144186371,51.768588983459814,3.965121004473203,50.59571578808646,0,Married,Master,0
39802.47946728624,1,1,90.99016554445112,38.50655886985411,5.989377967782738,48.17301697627384,0,Single,PhD,2
30351.439155105796,0,0,91.939597191242,34.83549672941557,3.5255536218016004,29.652321382707743,0,Together,PhD,0
72474.4350191323,1,0,83.18328248567161,53.302486723486986,9.677914972861059,53.6012510891868,0,Together,PhD,1
66053.97084637258,1,0,66.46451098359681,52.76981085692393,9.25167770696723,73.33187563053124,0,Single,Graduation,1
36842.574880682085,1,0,41.77457348469359,10.768639396312027,6.800123708286255,101.6424497840036,0,Single,PhD,1
52338.31617591222,0,0,37.8028535781024,38.15316821214152,8.872738031427263,67.67217113072982,1,Single,Master,0
55886.74091759749,0,1,50.866909426321925,23.998734064104774,10.189363302108141,54.52304238192494,0,Single,PhD,1
56476.74309569201,1,1,70.83702085240702,53.97397551127357,5.532454838868502,32.08777590444788,0,Married,PhD,2
55402.62439680552,0,0,30.276471055160993,22.70011588256001,9.346950525621468,63.49704499603137,1,Single,Graduation,0
54270.36547671977,1,0,28.77649516934069,43.86476916035235,3.634181815146387,79.46041393270556,0,Single,Graduation,1
63852.50157448617,1,0,61.50974640821536,24.04281230841091,8.26469938300457,72.47935834640889,0,Single,PhD,1
23322.99400219795,0,0,29.98886700082874,9.586065850042802,4.5676466793823085,11.722244202660344,1,Married,Basic,0
43760.97074519035,0,0,17.787486148817052,57.868389289206256,3.3593454144828834,28.66799528744941,0,Married,Master,0
72433.71388525824,1,1,47.39270319215084,66.14017359833126,9.963495961077184,61.07661592905383,1,Married,PhD,2
32502.38781432201,1,0,65.88492060265312,38.40579417071673,4.569229007234596,40.784202766152696,1,Single,2n Cycle,1
51301.39476665324,1,1,35.340944813577956,59.598911446146545,4.296142575274727,35.24104627976754,1,Married,PhD,2
28144.086728398288,0,0,25.72013230466631,32.43301967671729,1.8925542973267577,15.471776705665789,0,Single,PhD,0
48788.52401584508,1,1,25.598103688932966,32.130025000344745,12.823623500481759,51.93716938122892,1,Together,Graduation,2
26792.83127365634,0,0,52.15141159828842,33.295073698146986,1.619866084635478,47.43979458518466,0,Single,Master,0
41085.833161932016,0,0,47.55295929634719,37.90517654446055,5.665525052096227,61.7622852318752,0,Single,Graduation,0
42215.28257367338,0,1,38.59555385024244,31.738056297448626,3.650210868336405,33.24109192479328,1,Single,Master,1
61175.63547198659,0,1,42.760771209294674,31.92955563885228,9.0425725164234,87.02099842670815,1,Single,Graduation,1
40589.07157749218,0,1,57.29932122481112,17.402863802364113,11.150740743763969,47.49808849659666,1,Single,PhD,1
51423.26242929937,0,1,50.783106532554804,41.06001131571804,5.922184740479241,73.72190129553728,1,Married,Graduation,1
45884.333573358956,1,0,37.327762845108,42.51522451097222,2.3754736628659274,26.956208786331906,0,Together,Master,1
74096.65508839436,1,0,72.94202817487306,73.45486174363278,10.85366409081389,60.42337648958276,0,Single,Master,1
26806.58187380182,1,1,76.01220594038506,19.68601221672872,4.026596887259671,27.671582277866776,0,Married,Graduation,2
20794.94632090626,0,1,32.48446037780698,26.27939198252285,2.743164093451627,47.45886065479681,1,Married,PhD,1
41790.18009087694,0,0,25.17188218723534,13.418943945893444,11.119860442062015,38.60190531941857,0,Single,PhD,0
76327.41425638583,0,0,48.54956585041334,98.72943128500125,4.619349629117808,45.33509475784646,0,Single,Master,0
36034.25564366826,1,0,59.25870743043765,24.8568013206558,2.18541662568104,42.51806118678828,0,Single,Master,1
64459.10853148059,1,1,50.19840277418105,33.99014226344065,7.258590451691008,93.37247456455518,1,Together,Master,2
49901.916171121855,0,1,94.10319059722437,32.31047194499019,4.1205996198093615,70.99811067935808,0,Together,Master,1
57488.78915330741,1,0,53.959856654095866,72.51874501529853,4.177800201276989,45.91603311401516,0,Single,2n Cycle,1
75750.83388489076,0,0,54.16025214491218,88.79825744600899,6.201522658836168,101.5557830393398,1,Single,Master,0
61137.167871835925,1,0,61.38302225028659,58.40792334283178,7.0530457256461565,74.54587880340866,0,Married,Master,1
72545.55576168104,1,0,53.92654259096615,94.20116337613959,5.570829845728255,82.12436589585101,0,Married,Master,1
79595.622689529,1,1,53.6112001563724,34.26070915828628,15.72621702266384,113.53992932390673,0,Married,Graduation,2
48845.254899029635,1,0,21.12637641360253,19.759155448210883,11.7871545032553,25.814753747017168,1,Single,Graduation,1
48504.34273281643,1,1,42.9481984617719,38.666278754100546,3.1897720412097224,71.52785814754071,0,Widow,Master,2
64925.3369343679,0,1,45.289248079545544,60.96668643864796,9.72107731403242,93.55784725129534,0,Married,Graduation,1
33965.20195473479,0,1,61.13976319616289,31.890896829572984,4.72914992439437,49.05047774107027,0,Single,Graduation,1
47097.005901323544,1,1,76.88928605774849,36.34441727475747,5.8359105626861885,48.85794764438737,0,Married,Graduation,2
67016.16240916483,0,0,54.95350937470339,89.9499049905547,9.932298073406976,39.95676042120722,0,Single,Master,0
76892.8556594497,1,0,38.98945687721862,103.86470283651597,4.413940021571438,150.09288753945808,1,Single,PhD,1
67954.17489737822,1,1,20.868529311373123,84.03801001067922,3.7457640681177695,88.59157744099679,0,Married,PhD,2
49800.62899471131,1,0,85.32658226547606,21.003207767839626,7.5090756074420515,91.2074764959896,0,Single,Graduation,1
59738.96532641219,0,1,42.36567444210891,32.87548748609177,9.999357553128979,44.07066331163861,1,Married,Graduation,1
39130.41529018137,0,1,68.30690941271747,13.791530428738877,9.45375748593709,56.7656619307523,0,Single,PhD,1
58366.144008137366,1,1,56.99864244994801,60.11115250991695,8.743285485608112,43.191399211434536,1,Married,PhD,2
32393.860013485657,1,0,74.21240413731189,20.068614047892897,4.555263627628867,46.778357991877066,0,Single,Graduation,1
86032.483332855,1,1,17.551291131551245,58.29753018261096,9.687081049127496,123.01743879277942,1,Married,PhD,2
68923.20940781647,0,0,27.662231003983532,38.44261583310082,9.751777991079157,101.8626373516701,1,Single,Graduation,0
55845.72897571137,0,0,33.57431545753775,27.470015901838167,11.744358658093457,74.23527817825027,1,Single,Master,0
43344.284616778314,0,1,93.55342042758207,28.866544479799916,10.864193941003432,30.918657789661417,0,Married,2n Cycle,1
67560.34136078389,1,1,29.772436964135483,46.39862918516166,17.680056197605584,58.03064948705282,1,Married,PhD,2
27728.688139084326,1,1,39.85215603038679,15.497294884278709,4.003446171042999,56.739465748915315,1,Married,Master,2
32591.44659832149,1,0,42.360944505648646,9.40979430595086,3.621563077775572,38.224710121173665,1,Married,Graduation,1
34463.139058185974,0,0,68.51155391453162,23.962042092696585,9.771023712904272,43.808850027311465,0,Widow,Master,0
80230.69029126773,1,0,95.87740355993819,82.88659597713168,5.383337561423888,102.64633224569909,0,Single,Graduation,1
31573.043440776648,1,0,69.24711044934739,7.7340397581213445,6.930788399238439,28.953291706807835,0,Married,Basic,1
31577.69070666537,1,1,48.4307380035404,21.169080668878358,7.6436444736024685,45.52296462578938,1,Married,Graduation,2
74305.90599265971,1,1,17.033486092679638,94.62467154772033,5.700657595144181,170.72478659496343,0,Married,Master,2
37762.18427160645,1,0,66.18909268940558,35.068999358004355,2.3727443408596547,52.791373770671285,1,Married,Basic,1
46285.51935211017,1,1,57.13167068466053,66.58317774371147,3.815675033608791,40.241248878512266,1,Together,Master,2
64068.007793979705,0,0,56.199119058796924,68.87449463303169,5.134578122548181,83.63685642682005,1,Married,Master,0
34810.15846517412,0,1,55.14891801463012,32.495623992530724,4.48772832280749,57.69133025454735,1,Together,Master,1
61246.01520456895,0,0,59.08863525118634,57.0271436591022,4.380166879941082,38.85937167826602,0,Single,Graduation,0
45473.354512002734,0,0,83.57737144696314,48.11967587656172,5.730554729323592,68.86663146188857,0,Married,2n Cycle,0
10896.604298520697,1,1,17.12858356176229,7.62721823585579,0.7042284121463964,15.608115786218473,0,Single,Graduation,2
45982.224631707926,0,0,63.42817852404101,18.161845465619628,8.444516298236955,36.87708944156998,0,Single,Graduation,0
79394.28554672754,1,1,58.01247132706396,68.76469462486067,5.290104341627623,68.40946568888813,1,Married,Master,2
26364.160681119076,0,1,59.66341062580712,8.725489988387638,7.723266877262555,37.0751814623663,0,Married,PhD,1
83073.93293485636,1,1,27.42950503180107,53.29259381274156,10.68968094827282,41.23581318847762,1,Single,Graduation,2
50703.14851466521,0,0,27.832023837748444,29.9438204379417,2.6544702236609656,45.471791140367515,1,Single,Master,0
38706.09611266149,1,1,45.9522351746627,55.195703502406424,3.3417298855886037,21.62875065777989,0,Married,Basic,2
45864.58409482968,0,0,59.309842213617046,31.84306985712678,7.682589068615837,61.80589875159975,1,Married,Graduation,0
78230.8670683828,0,0,63.789641799682734,111.93603576105488,7.739191063738179,154.13789006446527,1,Single,Master,0
31256.762630831297,0,0,61.58982851875233,44.500371432448965,2.2315358174892226,46.340301210959424,1,Single,Master,0
53249.867563172484,1,1,79.02155463682661,39.36558316917445,5.403904398839296,36.36989614044411,0,Married,PhD,2
41537.649348635816,1,1,57.180444522595444,53.97118676628504,3.5018516978180885,35.48090250885095,0,Married,Master,2
53278.75811981847,1,1,43.274370722192444,52.282607731547294,4.856360493605094,35.794399000679434,0,Single,2n Cycle,2
56280.81842759193,0,0,98.6015127410601,28.044088110697732,5.13410524718265,29.34328181562697,0,Single,Master,0
46859.25022387437,0,1,55.718299911750094,61.499862637219096,6.009101897538031,133.18913308839439,1,Single,PhD,1
53614.078801514326,0,1,56.31453412344865,32.52706249249366,12.08217552763549,68.97404759131321,1,Together,Master,1
44360.94245931002,1,1,40.326345504562,27.328685713662644,7.580512514095085,60.18382358357198,0,Married,PhD,2
44265.89000319925,1,1,47.80496187474931,54.973828693132866,5.774486257679636,38.97018389216486,1,Single,2n Cycle,2
51638.209742441475,0,1,48.224673158193454,40.63859051810514,3.9389568327654776,72.93391454556473,0,Together,PhD,1
50525.12827371352,0,1,71.34484585465879,25.65748186161374,6.816043491573311,29.64669005182502,1,Single,Graduation,1
48057.682013842874,0,1,55.3217879112908,42.60715399001776,2.8834785016376787,60.234494167712256,0,Single,Master,1
59464.68047824646,1,0,61.36684130419959,69.67797201901165,7.077509394030241,56.61714092394244,0,Together,Master,1
63861.72283262484,1,0,29.79478043494812,67.7435917183661,4.975141415700222,40.97785097659315,0,Together,Graduation,1
65884.88968874193,1,1,46.00764908934124,40.72060590168174,5.976051754445083,40.47730155463968,0,Married,PhD,2
35163.00013043379,1,1,85.255430479604,14.765975619834476,10.128246006992013,36.68869689060595,0,Married,Graduation,2
50794.74171400961,1,0,59.72589064416563,23.215559338398766,9.508308638802117,34.50550090165817,0,Single,Graduation,1
23338.917648996267,0,1,44.74009487168465,10.27017249479158,3.358744309954683,30.127560004907846,0,Together,PhD,1
43591.526057337745,0,1,47.01249727508259,23.187573134148103,10.883712392042451,62.099696338989816,0,Married,Graduation,1
46488.97016199003,0,0,14.639152927586863,12.240569942076192,11.487982029000104,110.16260964556218,1,Single,Graduation,0
50954.53697137062,0,1,45.214236588434254,49.889977811694884,7.702739341992628,38.00746870469645,0,Married,Master,1
55815.47690052182,1,1,72.6558263367412,18.159121017754913,6.797167528996168,70.64761212292966,0,Together,Master,2
44544.94702324521,0,1,25.292872411226007,26.785912042413273,3.4040050631138867,24.0262402996538,1,Together,PhD,1
44758.69380558937,1,1,67.10440194266076,15.895960378410175,6.369703180097871,51.523128485175,0,Married,Master,2
39836.393622962605,1,1,68.0620547793948,55.282628706153304,4.1297537058371585,55.798341541736086,1,Married,PhD,2
29790.93543089469,0,0,48.40101294379271,15.461109465479096,4.226705703927628,64.66665837198386,0,Single,PhD,0
56639.25440649905,1,1,54.606932068984044,78.65950379324444,5.969453810525317,159.0882601138733,1,Married,Master,2
63490.056888076266,1,1,77.93344605662487,66.47423871168988,4.641630478926178,70.99480130730248,0,Married,Graduation,2
28821.21649631691,0,0,21.886516552949743,39.167878331389105,2.5992383452920587,37.337646059025886,1,Single,Master,0
32552.952088456845,1,0,64.16090163394085,38.936291781536674,4.215970127441912,31.557271218673122,0,Together,Graduation,1
42925.08765093547,0,1,28.133832966927756,13.280958426868402,8.801817249602129,49.133013045241285,1,Together,Basic,1
45049.58860891991,1,0,67.8034623616064,21.32216826082574,6.473698411179702,25.127687167332265,0,Single,Master,1
48612.407338705554,0,1,29.043179537008502,34.67243243573763,11.645630505392143,51.45785043718724,1,Together,PhD,1
67223.31186002666,1,1,75.56019833950052,46.62719642687514,16.042291524436763,42.47820742276935,1,Married,Graduation,2
34511.9520076345,0,1,42.359622057439125,23.73187602889667,10.021083346508028,35.10698585741807,0,Married,Graduation,1
70328.19162557526,1,1,17.62509404933777,40.7217896752507,18.8730201492087,91.01652261654435,1,Together,Graduation,2
26201.11709187537,0,0,45.55039394759855,20.282908978248145,3.5297379434187888,34.9094153141649,1,Single,Graduation,0
48445.51062556512,1,0,31.61687281347765,65.45964297362143,6.63981866371662,68.48573859625526,1,Married,Graduation,1
47415.198474057164,0,0,70.71455255392834,35.01985773041392,10.712010816438994,37.47070707845774,0,Single,Master,0
73241.95390094888,1,1,79.30367527655143,46.27458676685785,6.962792814412959,100.98913977887935,0,Married,Graduation,2
41768.37786369793,1,1,37.81725224463118,37.048390259745524,2.2628426868774234,54.43287322163764,0,Married,Graduation,2
45446.606075688804,1,0,58.55367517915173,15.080737581366295,8.247415144830114,82.99618702289519,0,Single,PhD,1
72964.24833598168,1,0,58.02391151184012,108.15007216722783,7.376257146628021,66.31293849983507,1,Single,Master,1
59925.169601098096,0,0,39.800118498316266,39.608794827669605,8.598257588228861,76.5181828735326,1,Single,Basic,0
41324.9839773852,1,0,48.411212428992016,43.56997281555891,4.329597339234906,91.03200312786315,0,Single,Master,1
69228.90541730446,0,1,40.43189610853092,45.2371445929705,15.045640339239785,76.02172238237159,0,Single,Basic,1
41720.23112438539,1,1,39.89937610335984,14.69765851031365,9.374099795510185,32.62265995886047,0,Married,PhD,2
34828.48422540527,0,0,67.16779451503146,30.897713743873073,4.9582518715350785,90.54466266563618,0,Together,Graduation,0
64852.95022255302,0,0,50.15665985470009,45.79142398642328,5.856569288693664,153.29129291896143,0,Together,PhD,0
37666.05882570024,1,1,67.09892311092909,51.584278005490155,5.489636742896186,24.9228026893267,0,Together,PhD,2
42007.87975075464,1,1,80.95082475764677,30.523688795103087,4.578142759617139,40.314068171325744,1,Together,Master,2
62650.75582766911,0,0,54.03961461242743,60.14257154054072,3.446681016814439,54.959361922759385,1,Single,Graduation,0
64838.3263020524,1,1,29.884769128892753,78.66422578751926,5.843487277430511,93.01222843066587,0,Married,PhD,2
32308.103462444862,1,0,57.80619710705562,48.02349067065493,1.9512157843390021,34.004792726871635,0,Married,Graduation,1
65539.57552693847,0,0,56.1464894431512,54.91124980406383,4.6444390169754435,42.33416642798854,1,Single,Graduation,0
38773.274995652624,1,1,42.1158470991841,21.115158018252927,3.3167344588558323,53.31893048792554,0,Married,Graduation,2
27153.312861682633,1,0,64.84921444256037,34.71870518041648,4.065265500061525,18.762854863286943,1,Married,Master,1
48339.56368381455,0,1,42.3769100815515,63.951878408670204,5.244853717000205,53.550899787876475,1,Together,Graduation,1
40500.70187658623,1,0,43.27724908357443,49.98323641110945,6.000834477918063,73.29022953397256,0,Married,PhD,1
53275.033128266026,1,0,38.14640326267643,53.32222288976027,4.366701382755681,34.746953766126886,0,Widow,Graduation,1
61011.95238839382,1,1,53.971433889243684,44.894226253045474,7.098482175396673,52.63449256747033,1,Single,PhD,2
49803.27630876361,0,0,54.92697073012485,45.206507486451265,5.172700412908647,59.250761501498246,0,Single,Basic,0
39661.10403623942,0,0,55.932114772328305,25.358644501549445,3.46136210850295,40.20480425500136,1,Widow,Graduation,0
54597.61872258234,0,0,65.05663518147371,60.18111883456472,7.5770167484068125,139.58628705554696,0,Single,Graduation,0
38296.695485458746,1,0,54.937069931087976,10.737207997159144,7.631241053783162,43.35113313847435,1,Single,PhD,1
56896.27425348622,0,1,37.00558347527044,37.58326620317774,5.143598801750958,129.64721662534396,1,Married,2n Cycle,1
69634.12035887555,1,1,51.00970856541078,76.24138502837602,5.135731440695307,68.6871912678844,0,Together,Master,2
58321.90683396239,0,0,28.093687662137437,66.36887610539823,7.1989157653076425,37.41321098724079,0,Single,Graduation,0
35939.772685741984,1,1,76.6985693272735,34.17284470734367,3.9552099676326518,45.31760966843422,0,Single,PhD,2
71417.7973607655,1,1,17.759899198279506,46.449646860627006,5.086859906824786,102.70833623375623,1,Married,Graduation,2
19946.83365657623,1,1,51.18223566697995,15.217703269888293,2.5777548189008614,14.566117319494234,0,Married,Graduation,2
29868.46145793516,0,0,55.18602119173065,22.235207227404576,4.203570702970104,41.10171343767679,0,Single,Master,0
48449.562085690886,1,0,71.21988050097038,37.85462697274472,5.676480908917474,27.370418953969736,0,Together,Graduation,1
53568.01475018673,0,0,36.991384879414795,14.856911398556141,9.786690835478328,44.69735361938225,0,Married,Graduation,0
52516.40066140443,0,1,59.1242006807434,26.762547373129284,6.813287604756667,64.75273480649979,1,Together,Graduation,1
73742.18482656585,0,0,14.486420322281589,37.12035535978366,7.7139051877306954,92.64681221145894,1,Single,Master,0
46025.952375595036,0,1,61.64139367205608,16.41704538972962,4.920478671078194,127.77760857622448,1,Married,Graduation,1
50584.10596480148,0,0,54.42373644925191,36.50572831314177,5.861095796639752,64.74469321192709,1,Widow,Graduation,0
33103.90185788138,1,1,35.84535357864584,15.053658631264327,8.433189096592766,31.73978401349025,1,Married,Master,2
60593.43004311328,0,1,43.109575514036536,31.205997728774843,9.555684210683307,57.04304617041078,1,Single,Graduation,1
30762.9492578219,0,0,56.68785975041546,21.119124937673824,4.631211012085081,14.876405057552997,0,Widow,Master,0
8677.953805409365,1,0,50.83295816050833,7.044063716202607,0.83524473121788,14.924408740786276,1,Married,Master,1
49896.216406704436,1,1,53.240218257379944,61.560107772032346,5.822974280623099,103.71136492064213,0,Together,PhD,2
57052.4696446189,0,0,50.383732743673036,17.54684796900235,8.426760032895237,143.16001411126229,0,Single,Graduation,0
71889.30189487479,0,0,51.421141533758345,89.0484693561241,8.738504725579062,51.87361809332889,0,Married,Master,0
43769.95804056154,0,1,73.22162212318959,19.958053604622485,5.278433375791018,47.774217568831816,0,Together,Graduation,1
65130.31573521875,0,1,65.09104540021382,74.7306038108715,6.60045659283477,89.15829538669836,0,Married,Graduation,1
45993.31659402793,0,0,55.39139722293565,32.84970031415506,11.750055232458683,30.396336810816113,1,Single,Master,0
65676.20993106593,0,0,54.32863462183475,80.57852561531212,7.731745394456106,72.30745853710626,0,Single,Graduation,0
51785.17391967782,0,1,44.791728568937515,59.817270953227826,5.759384957367428,38.591913439599466,0,Single,Graduation,1
67527.95901501713,1,0,82.37626278068575,91.39853286596833,8.3910709295546,76.44854072131105,1,Single,Master,1
70021.78388523858,1,1,37.77553311325052,62.73924987458544,4.342594655435746,58.2034246869593,1,Married,Graduation,2
47592.48954385882,1,1,20.747700303088536,43.73702792713408,4.895816095804102,128.35799245934936,0,Single,2n Cycle,2
92225.65346813087,0,0,29.07873757885655,90.38194446735388,12.272443657240457,110.00627276008481,1,Single,Graduation,0
69188.67791020563,1,0,12.460275555141173,87.08587818695287,6.341812984184348,100.87820571337014,1,Single,Graduation,1
42500.37069628355,0,1,67.52010124186336,58.064553658158765,3.064841356707464,24.106570094752264,0,Married,Graduation,1
37298.44688156224,1,1,20.460756858802107,37.220395173933696,2.298079246080889,35.93284105025109,1,Married,Basic,2
54006.62135246683,1,1,73.0555698280791,61.86839615052174,7.240129263831109,71.04481469173432,0,Married,Graduation,2
44623.38529518188,1,1,39.3670296794557,56.78923897540679,6.492586306824746,42.40784193342708,1,Together,Master,2
52551.40540125975,1,1,19.736818287161476,50.70565619917863,5.8507225555404805,114.27564006371006,1,Single,2n Cycle,2
44898.414991248894,0,1,47.4097092937115,42.86345301441847,2.309381231886017,35.29908445273265,1,Married,Master,1
43488.34888999866,1,1,83.26244295209179,50.40595032206285,2.3812247252196395,44.03298467832965,0,Single,PhD,2
50245.212555931954,1,0,42.32904293593697,13.324823536555618,6.701697399005949,69.20590525027414,1,Single,2n Cycle,1
60338.39590280379,1,1,94.71602538801068,75.97496144426381,3.05091547493036,60.16960579672769,0,Married,Graduation,2
45640.9294418617,1,0,21.30139250481564,31.307817497285523,4.742081756364267,65.33933555102271,0,Together,Master,1
